title,structural_archetype,primary_domain,sub_category,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
25- Araaf R1-4/A1-39 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-09-17,Sunday,1,22,5,0,22.73,31:17,https://i.ytimg.com/vi/29WQ0S1AxQE/maxresdefault.jpg,https://youtube.com/watch?v=29WQ0S1AxQE,29WQ0S1AxQE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
ڈاکٹر اسرار احمد رحمہ اللہ علیہ۔ دادا استاد سے ملاقات کی بہترین منظر کشی 🥰,General Discourse,General Public Address,Unassigned Overview Topics,2025-09-10,Wednesday,4,21,3,0,14.29,04:00,https://i.ytimg.com/vi/E5mLZqyAka4/maxresdefault.jpg,https://youtube.com/watch?v=E5mLZqyAka4,E5mLZqyAka4,@bayyinah #noumanalikhan #drisrarahmed @DrIsrarAhmed_Official
بنی اسرائیل آیت 16۔ قوم پر بدمست لٹیروں کی حکمرانی,General Discourse,Constitutional Law & Statecraft,General Discussion,2025-03-15,Saturday,14,21,3,0,14.29,05:50,https://i.ytimg.com/vi/3io4jiKYUQ4/maxresdefault.jpg,https://youtube.com/watch?v=3io4jiKYUQ4,3io4jiKYUQ4,قوم جب خود مختاری کیلئے فقر پر قناعت سے انکاری ہو جائے اور غلامی پر رضامند ہو جائے ، عدل کے علمبرداروں پر ظلم کرنے لگے ، اللہ کو گواہ بنا کر کئے ہوئے عہد و پیمان اور آئین سے روگردانی اختیار کرے ، باہمی گروہ ایک دوسرے کے حقوق غصب کرنے لگیں تو مفاد پرست ، قومی خزانے کے لٹیرے ، اپنی دولت کیلئے قومی وسائل جھونکنے والے اور بدعہد عہدیدار باہم گٹھ جوڑ سے حاکم بن بیٹھتے ہیں
84- Hameem Sajda R4-5 & Shuraa R1-3 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-05,Tuesday,12,21,2,0,9.52,01:00:15,https://i.ytimg.com/vi/QJQRtx6ziwA/maxresdefault.jpg,https://youtube.com/watch?v=QJQRtx6ziwA,QJQRtx6ziwA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
83- Haa Meem Sajdah R1-4/A1-38 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-03,Sunday,5,21,3,0,14.29,59:24,https://i.ytimg.com/vi/NyEbfCeilvA/maxresdefault.jpg,https://youtube.com/watch?v=NyEbfCeilvA,NyEbfCeilvA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
68- Qasas R5-9/A43-88 | Dora tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-15,Thursday,4,21,4,0,19.05,26:01,https://i.ytimg.com/vi/cfX78c8uStc/maxresdefault.jpg,https://youtube.com/watch?v=cfX78c8uStc,cfX78c8uStc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
48 - Bani Israel R5-12/A41-111 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-12-09,Saturday,1,21,5,3,38.1,39:02,https://i.ytimg.com/vi/96K5bdKA9OU/maxresdefault.jpg,https://youtube.com/watch?v=96K5bdKA9OU,96K5bdKA9OU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
37- Yunus R6-11/A54-109 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-06,Monday,6,21,6,0,28.57,38:44,https://i.ytimg.com/vi/Y_-wYvuhHVk/maxresdefault.jpg,https://youtube.com/watch?v=Y_-wYvuhHVk,Y_-wYvuhHVk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16- Nisaa R20-24/A135-176 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-07-10,Monday,5,21,5,0,23.81,47:26,https://i.ytimg.com/vi/oCExldWm4ZA/maxresdefault.jpg,https://youtube.com/watch?v=oCExldWm4ZA,oCExldWm4ZA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2025-06-05,Thursday,6,20,3,0,15.0,59:55,https://i.ytimg.com/vi/tZrV6eFj0ck/maxresdefault.jpg,https://youtube.com/watch?v=tZrV6eFj0ck,tZrV6eFj0ck,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Excell to excellence for Allah and his creation.,General Discourse,Civilizational History & Seerah,Prophetic Era (Seerah),2024-04-07,Sunday,7,20,3,0,15.0,00:31,https://i.ytimg.com/vi/PDddjOOaaEs/sddefault.jpg,https://youtube.com/watch?v=PDddjOOaaEs,PDddjOOaaEs,#muhammad #history #seerat #sahaba #sahabiyat #medical #medicine
Hazrat Adamؑ to Ibrahimؑ | سیرت النبیﷺ,General Discourse,Civilizational History & Seerah,General Discussion,2025-12-24,Wednesday,5,19,2,0,10.53,17:43,https://i.ytimg.com/vi/Bqox5ZOPcro/hqdefault.jpg,https://youtube.com/watch?v=Bqox5ZOPcro,Bqox5ZOPcro,
18a. Sorat Shuaraa. Rythem of Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-29,Friday,4,19,1,0,5.26,01:07:05,https://i.ytimg.com/vi/ADqvQJopPcg/maxresdefault.jpg,https://youtube.com/watch?v=ADqvQJopPcg,ADqvQJopPcg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16b. Hajj. Duties of Momin. Seerat,Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2024-03-27,Wednesday,5,19,2,0,10.53,56:30,https://i.ytimg.com/vi/grGElLa5IUs/maxresdefault.jpg,https://youtube.com/watch?v=grGElLa5IUs,grGElLa5IUs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
عہد کی پاسداری ۔ مسلمہ و متفقہ اصولوں اور آئین کی پاسداری۔ اور ہمارے قومی کرتوت,General Discourse,Constitutional Law & Statecraft,General Discussion,2025-03-14,Friday,15,18,2,0,11.11,10:06,https://i.ytimg.com/vi/Hf9mNe3K9XA/maxresdefault.jpg,https://youtube.com/watch?v=Hf9mNe3K9XA,Hf9mNe3K9XA,
104- Jumma R2/A11 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-12,Friday,7,18,2,0,11.11,33:05,https://i.ytimg.com/vi/mJuCVWcytog/maxresdefault.jpg,https://youtube.com/watch?v=mJuCVWcytog,mJuCVWcytog,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
24b. The Victory. Hudabia pact. Sora Fatah,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-04,Thursday,7,18,3,0,16.67,53:21,https://i.ytimg.com/vi/8Xfiu9MWqrM/maxresdefault.jpg,https://youtube.com/watch?v=8Xfiu9MWqrM,8Xfiu9MWqrM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12c. Miracles of Universe. Sorat Raad,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-23,Saturday,7,18,2,0,11.11,38:16,https://i.ytimg.com/vi/iHoCQv4Mu5M/maxresdefault.jpg,https://youtube.com/watch?v=iHoCQv4Mu5M,iHoCQv4Mu5M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
48B. Sorat Hujurat Ayat 9-18,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-25,Tuesday,13,17,1,0,5.88,46:54,https://i.ytimg.com/vi/6onIyls_AYs/maxresdefault.jpg,https://youtube.com/watch?v=6onIyls_AYs,6onIyls_AYs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
106- Talaq and Tahreem R4/A24 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-14,Sunday,4,17,2,0,11.76,36:23,https://i.ytimg.com/vi/h0fA3zq_Dm4/maxresdefault.jpg,https://youtube.com/watch?v=h0fA3zq_Dm4,h0fA3zq_Dm4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27c. Mursalat to Inshiqaq. Judgment day descriptions.,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-07,Sunday,8,17,2,0,11.76,38:33,https://i.ytimg.com/vi/mKIWLP9Gu84/maxresdefault.jpg,https://youtube.com/watch?v=mKIWLP9Gu84,mKIWLP9Gu84,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19b. Ankbot to Room. International politics,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-30,Saturday,6,17,2,0,11.76,01:18:40,https://i.ytimg.com/vi/ngnJfimPqo0/maxresdefault.jpg,https://youtube.com/watch?v=ngnJfimPqo0,ngnJfimPqo0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
15a. Maryam.,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-28,Thursday,6,17,1,0,5.88,59:56,https://i.ytimg.com/vi/mB2rvOIov58/maxresdefault.jpg,https://youtube.com/watch?v=mB2rvOIov58,mB2rvOIov58,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
79- Saad | Dora tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-26,Monday,4,17,7,0,41.18,56:29,https://i.ytimg.com/vi/B-U2mjTDwjs/maxresdefault.jpg,https://youtube.com/watch?v=B-U2mjTDwjs,B-U2mjTDwjs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
35- Toba R12-16/A94-129,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-10-30,Monday,14,17,4,0,23.53,51:36,https://i.ytimg.com/vi/HU6FTWgdlA0/maxresdefault.jpg,https://youtube.com/watch?v=HU6FTWgdlA0,HU6FTWgdlA0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19- Maida R10-16/A67-120 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-08-10,Thursday,5,17,3,0,17.65,44:20,https://i.ytimg.com/vi/ytF3cNhB1pA/maxresdefault.jpg,https://youtube.com/watch?v=ytF3cNhB1pA,ytF3cNhB1pA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
10 Commandments | اللہ کا حق اور والدین کا حق,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-01-07,Wednesday,3,16,3,0,18.75,58:22,https://i.ytimg.com/vi/ZtPrpSKDBNs/maxresdefault.jpg,https://youtube.com/watch?v=ZtPrpSKDBNs,ZtPrpSKDBNs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
23c. Slavery of Outer & Inner Firon. Sora Dukhan & Jasia.,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-03,Wednesday,8,16,2,0,12.5,55:43,https://i.ytimg.com/vi/v3Lz0blHWBo/maxresdefault.jpg,https://youtube.com/watch?v=v3Lz0blHWBo,v3Lz0blHWBo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13a. Grateful and Pure. Sorat Ibrahim,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-24,Sunday,4,16,3,0,18.75,56:03,https://i.ytimg.com/vi/-0PuGs-lN6I/maxresdefault.jpg,https://youtube.com/watch?v=-0PuGs-lN6I,-0PuGs-lN6I,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
