title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
84- Hameem Sajda R4-5 & Shuraa R1-3 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,05-03-24,Tuesday,12,21,2,0,9.52,1:00:15,https://i.ytimg.com/vi/QJQRtx6ziwA/maxresdefault.jpg,https://youtube.com/watch?v=QJQRtx6ziwA,QJQRtx6ziwA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
ڈاکٹر اسرار احمد رحمہ اللہ علیہ۔ دادا استاد سے ملاقات کی بہترین منظر کشی 🥰,Our Teachers,General Discourse,10-09-25,Wednesday,4,21,3,0,14.29,4:00,https://i.ytimg.com/vi/E5mLZqyAka4/maxresdefault.jpg,https://youtube.com/watch?v=E5mLZqyAka4,E5mLZqyAka4,@bayyinah #noumanalikhan #drisrarahmed @DrIsrarAhmed_Official
بنی اسرائیل آیت 16۔ قوم پر بدمست لٹیروں کی حکمرانی,Unassigned Individual Uploads,General Discourse,15-03-25,Saturday,14,21,3,0,14.29,5:50,https://i.ytimg.com/vi/3io4jiKYUQ4/maxresdefault.jpg,https://youtube.com/watch?v=3io4jiKYUQ4,3io4jiKYUQ4,"قوم جب خود مختاری کیلئے فقر پر قناعت سے انکاری ہو جائے اور غلامی پر رضامند ہو جائے ، عدل کے علمبرداروں پر ظلم کرنے لگے ، اللہ کو گواہ بنا کر کئے ہوئے عہد و پیمان اور آئین سے روگردانی اختیار کرے ، باہمی گروہ ایک دوسرے کے حقوق غصب کرنے لگیں تو مفاد پرست ، قومی خزانے کے لٹیرے ، اپنی دولت کیلئے قومی وسائل جھونکنے والے اور بدعہد عہدیدار باہم گٹھ جوڑ سے حاکم بن بیٹھتے ہیں"
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Seerat. A Journey of Hajj.,Standalone Keynotes,05-06-25,Thursday,6,20,3,0,15,59:55:00,https://i.ytimg.com/vi/tZrV6eFj0ck/maxresdefault.jpg,https://youtube.com/watch?v=tZrV6eFj0ck,tZrV6eFj0ck,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Excell to excellence for Allah and his creation.,Our Teachers,General Discourse,07-04-24,Sunday,7,20,3,0,15,0:31,https://i.ytimg.com/vi/PDddjOOaaEs/sddefault.jpg,https://youtube.com/watch?v=PDddjOOaaEs,PDddjOOaaEs,#muhammad #history #seerat #sahaba #sahabiyat #medical #medicine
18a. Sorat Shuaraa. Rythem of Quran,Live Ramazan 2024,Standalone Keynotes,29-03-24,Friday,4,19,1,0,5.26,1:07:05,https://i.ytimg.com/vi/ADqvQJopPcg/maxresdefault.jpg,https://youtube.com/watch?v=ADqvQJopPcg,ADqvQJopPcg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16b. Hajj. Duties of Momin. Seerat,Live Ramazan 2024,Standalone Keynotes,27-03-24,Wednesday,5,19,2,0,10.53,56:30:00,https://i.ytimg.com/vi/grGElLa5IUs/maxresdefault.jpg,https://youtube.com/watch?v=grGElLa5IUs,grGElLa5IUs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Hazrat Adamؑ to Ibrahimؑ | سیرت النبیﷺ,Seerat un Nabi (S.A.W) | سیرت النبی ﷺ |,General Discourse,24-12-25,Wednesday,5,19,2,0,10.53,17:43,https://i.ytimg.com/vi/Bqox5ZOPcro/hqdefault.jpg,https://youtube.com/watch?v=Bqox5ZOPcro,Bqox5ZOPcro,
24b. The Victory. Hudabia pact. Sora Fatah,Live Ramazan 2024,Standalone Keynotes,04-04-24,Thursday,7,18,3,0,16.67,53:21:00,https://i.ytimg.com/vi/8Xfiu9MWqrM/maxresdefault.jpg,https://youtube.com/watch?v=8Xfiu9MWqrM,8Xfiu9MWqrM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12c. Miracles of Universe. Sorat Raad,Live Ramazan 2024,Standalone Keynotes,23-03-24,Saturday,7,18,2,0,11.11,38:16:00,https://i.ytimg.com/vi/iHoCQv4Mu5M/maxresdefault.jpg,https://youtube.com/watch?v=iHoCQv4Mu5M,iHoCQv4Mu5M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
104- Jumma R2/A11 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,12-04-24,Friday,7,18,2,0,11.11,33:05:00,https://i.ytimg.com/vi/mJuCVWcytog/maxresdefault.jpg,https://youtube.com/watch?v=mJuCVWcytog,mJuCVWcytog,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
عہد کی پاسداری ۔ مسلمہ و متفقہ اصولوں اور آئین کی پاسداری۔ اور ہمارے قومی کرتوت,Unassigned Individual Uploads,General Discourse,14-03-25,Friday,15,18,2,0,11.11,10:06,https://i.ytimg.com/vi/Hf9mNe3K9XA/maxresdefault.jpg,https://youtube.com/watch?v=Hf9mNe3K9XA,Hf9mNe3K9XA,
48B. Sorat Hujurat Ayat 9-18,Ramazan 2025,Standalone Keynotes,25-03-25,Tuesday,13,17,1,0,5.88,46:54:00,https://i.ytimg.com/vi/6onIyls_AYs/maxresdefault.jpg,https://youtube.com/watch?v=6onIyls_AYs,6onIyls_AYs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27c. Mursalat to Inshiqaq. Judgment day descriptions.,Live Ramazan 2024,Standalone Keynotes,07-04-24,Sunday,8,17,2,0,11.76,38:33:00,https://i.ytimg.com/vi/mKIWLP9Gu84/maxresdefault.jpg,https://youtube.com/watch?v=mKIWLP9Gu84,mKIWLP9Gu84,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19b. Ankbot to Room. International politics,Live Ramazan 2024,Standalone Keynotes,30-03-24,Saturday,6,17,2,0,11.76,1:18:40,https://i.ytimg.com/vi/ngnJfimPqo0/maxresdefault.jpg,https://youtube.com/watch?v=ngnJfimPqo0,ngnJfimPqo0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
15a. Maryam.,Live Ramazan 2024,Standalone Keynotes,28-03-24,Thursday,6,17,1,0,5.88,59:56:00,https://i.ytimg.com/vi/mB2rvOIov58/maxresdefault.jpg,https://youtube.com/watch?v=mB2rvOIov58,mB2rvOIov58,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19- Maida R10-16/A67-120 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,10-08-23,Thursday,5,17,3,0,17.65,44:20:00,https://i.ytimg.com/vi/ytF3cNhB1pA/maxresdefault.jpg,https://youtube.com/watch?v=ytF3cNhB1pA,ytF3cNhB1pA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
35- Toba R12-16/A94-129,Dora Tarjuma Quran 2023,Standalone Keynotes,30-10-23,Monday,14,17,4,0,23.53,51:36:00,https://i.ytimg.com/vi/HU6FTWgdlA0/maxresdefault.jpg,https://youtube.com/watch?v=HU6FTWgdlA0,HU6FTWgdlA0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
79- Saad | Dora tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,26-02-24,Monday,4,17,7,0,41.18,56:29:00,https://i.ytimg.com/vi/B-U2mjTDwjs/maxresdefault.jpg,https://youtube.com/watch?v=B-U2mjTDwjs,B-U2mjTDwjs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
106- Talaq and Tahreem R4/A24 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,14-04-24,Sunday,4,17,2,0,11.76,36:23:00,https://i.ytimg.com/vi/h0fA3zq_Dm4/maxresdefault.jpg,https://youtube.com/watch?v=h0fA3zq_Dm4,h0fA3zq_Dm4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
10 Commandments | اللہ کا حق اور والدین کا حق,Online Quranic Sessions 2,Standalone Keynotes,07-01-26,Wednesday,3,16,3,0,18.75,58:22:00,https://i.ytimg.com/vi/ZtPrpSKDBNs/maxresdefault.jpg,https://youtube.com/watch?v=ZtPrpSKDBNs,ZtPrpSKDBNs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
23c. Slavery of Outer & Inner Firon. Sora Dukhan & Jasia.,Live Ramazan 2024,Standalone Keynotes,03-04-24,Wednesday,8,16,2,0,12.5,55:43:00,https://i.ytimg.com/vi/v3Lz0blHWBo/maxresdefault.jpg,https://youtube.com/watch?v=v3Lz0blHWBo,v3Lz0blHWBo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13a. Grateful and Pure. Sorat Ibrahim,Live Ramazan 2024,Standalone Keynotes,24-03-24,Sunday,4,16,3,0,18.75,56:03:00,https://i.ytimg.com/vi/-0PuGs-lN6I/maxresdefault.jpg,https://youtube.com/watch?v=-0PuGs-lN6I,-0PuGs-lN6I,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
36- Yunus R1-5/A1-53 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,02-11-23,Thursday,7,16,2,0,12.5,37:52:00,https://i.ytimg.com/vi/4ESGZC1b5e0/maxresdefault.jpg,https://youtube.com/watch?v=4ESGZC1b5e0,4ESGZC1b5e0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
15c. Anbiaa 1.,Live Ramazan 2024,Standalone Keynotes,26-03-24,Tuesday,7,14,2,0,14.29,38:41:00,https://i.ytimg.com/vi/THr918NbiLE/maxresdefault.jpg,https://youtube.com/watch?v=THr918NbiLE,THr918NbiLE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
15b. Taha. Mosa and Firoon,Live Ramazan 2024,Standalone Keynotes,26-03-24,Tuesday,6,14,0,0,0,1:09:07,https://i.ytimg.com/vi/1pNx1qPrU8c/maxresdefault.jpg,https://youtube.com/watch?v=1pNx1qPrU8c,1pNx1qPrU8c,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Gaza Sea Border sealed ,Pak & Ummah affairs,General Discourse,09-06-26,Tuesday,10,14,0,0,0,3:01,https://i.ytimg.com/vi/qlPWOhv0Xtg/maxresdefault.jpg,https://youtube.com/watch?v=qlPWOhv0Xtg,qlPWOhv0Xtg,
38- Hood R1-6/A1-68 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,12-11-23,Sunday,6,14,3,0,21.43,54:25:00,https://i.ytimg.com/vi/CfJBF1db_sM/maxresdefault.jpg,https://youtube.com/watch?v=CfJBF1db_sM,CfJBF1db_sM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
02a- Special slaves of Rahman | Quran for Guidance today,Online Quran Sessions 3,Standalone Keynotes,12-07-26,Sunday,2,13,1,0,7.69,59:33:00,https://i.ytimg.com/vi/6lOzG4pUxo4/maxresdefault.jpg,https://youtube.com/watch?v=6lOzG4pUxo4,6lOzG4pUxo4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Seerat. A Journey of Hajj.,Standalone Keynotes,03-06-25,Tuesday,6,13,3,0,23.08,1:06:16,https://i.ytimg.com/vi/v_QerzPEU5Y/maxresdefault.jpg,https://youtube.com/watch?v=v_QerzPEU5Y,v_QerzPEU5Y,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Our multi level responsibility by Sora Ahqaf,Noor e Sahar @ 24 news,General Discourse,12-06-26,Friday,7,12,3,0,25,9:53,https://i.ytimg.com/vi/jVEZkB-6rJw/maxresdefault.jpg,https://youtube.com/watch?v=jVEZkB-6rJw,jVEZkB-6rJw,
19a. Qasas to Ankboot. Qaroon. Patience of Sahaba,Live Ramazan 2024,Standalone Keynotes,30-03-24,Saturday,5,12,1,0,8.33,52:38:00,https://i.ytimg.com/vi/Sl-7nn3VcU8/maxresdefault.jpg,https://youtube.com/watch?v=Sl-7nn3VcU8,Sl-7nn3VcU8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
100- Mujadila R3/A22 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,09-04-24,Tuesday,3,12,1,0,8.33,22:41,https://i.ytimg.com/vi/jD4qzbZziUs/maxresdefault.jpg,https://youtube.com/watch?v=jD4qzbZziUs,jD4qzbZziUs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
عدل و انصاف کی جدوجہد۔ انتہائی اہم فریضہ,Unassigned Individual Uploads,General Discourse,14-03-25,Friday,15,11,2,2,36.36,7:46,https://i.ytimg.com/vi/VNuyf9G968k/maxresdefault.jpg,https://youtube.com/watch?v=VNuyf9G968k,VNuyf9G968k,
17c. Furqan and Slaves of Rahman,Live Ramazan 2024,Standalone Keynotes,28-03-24,Thursday,7,10,2,0,20,50:51:00,https://i.ytimg.com/vi/XqC6-_C9Frk/maxresdefault.jpg,https://youtube.com/watch?v=XqC6-_C9Frk,XqC6-_C9Frk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
